,Date Time,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price,Microsoft_Price,Berkshire_Price,Netflix_Price,Amazon_Price
393,2022-07-11,"3,854.43","11,860.28",144.87,162.88,234.34,115.68,151.52,111.75,264.51,"4,17,900",177.34,111.75
392,2022-07-12,"3,818.80","11,744.99",145.86,163.27,233.07,114.02,150.82,109.22,253.67,"4,16,449",174.45,109.22
391,2022-07-13,"3,801.78","11,728.53",145.49,163.49,237.04,111.35,151.64,110.4,252.72,"4,17,250",176.56,110.4
390,2022-07-14,"3,790.38","11,768.40",148.47,158.05,238.31,110.37,153.72,110.63,254.08,"4,12,600",174.78,110.63
389,2022-07-15,"3,863.16","11,983.62",150.17,164.7,240.07,111.78,157.62,113.55,256.72,"4,18,349",189.11,113.55
388,2022-07-18,"3,830.85","11,877.50",147.07,167.23,240.55,109.03,161.01,113.76,254.25,"4,14,450",190.92,113.76
387,2022-07-19,"3,936.69","12,249.42",151.0,175.78,245.53,113.81,169.92,118.21,259.53,"4,25,110",201.63,118.21
386,2022-07-20,"3,959.90","12,439.68",153.04,183.09,247.5,113.9,178.07,122.77,262.27,"4,29,200",216.44,122.77
385,2022-07-21,"3,998.95","12,619.41",155.35,183.17,271.71,114.34,180.5,124.63,264.84,"4,30,900",223.88,124.63
384,2022-07-22,"3,961.63","12,396.47",154.09,169.27,272.24,107.9,173.19,122.42,260.36,"4,29,562",220.44,122.42
383,2022-07-25,"3,966.84","12,328.41",152.95,166.65,268.43,107.51,170.24,121.14,258.83,"4,32,579",218.51,121.14
382,2022-07-26,"3,921.05","12,086.90",151.6,159.15,258.86,105.02,165.33,114.81,251.9,"4,28,644",213.91,114.81
381,2022-07-27,"4,023.61","12,601.47",156.79,169.58,274.82,113.06,177.9,120.97,268.74,"4,36,100",226.75,120.97
380,2022-07-28,"4,072.43","12,717.87",157.35,160.72,280.9,114.22,179.84,122.28,276.41,"4,42,000",226.02,122.28
379,2022-07-29,"4,130.29","12,947.98",162.51,159.1,297.15,116.32,181.63,134.95,280.74,"4,51,700",224.9,134.95
378,2022-08-01,"4,118.63","12,940.78",161.51,159.93,297.28,114.86,184.41,135.39,278.01,"4,44,650",226.21,135.39
377,2022-08-02,"4,091.19","12,901.60",160.01,160.19,300.59,115.13,185.26,134.16,274.82,"4,39,180",221.42,134.16
376,2022-08-03,"4,155.17","13,253.26",166.13,168.8,307.4,118.08,188.93,139.52,282.47,"4,43,450",226.73,139.52
375,2022-08-04,"4,151.94","13,311.04",165.81,170.57,308.63,118.19,192.15,142.57,283.65,"4,42,149",229.91,142.57
374,2022-08-05,"4,145.19","13,207.69",165.35,167.11,288.17,117.47,189.89,140.8,282.91,"4,39,529",226.78,140.8
373,2022-08-08,"4,140.06","13,159.16",164.87,170.25,290.42,117.3,177.93,139.41,280.32,"4,39,167",233.49,139.41
372,2022-08-09,"4,122.47","13,008.17",164.92,168.53,283.33,116.63,170.86,137.83,282.3,"4,40,058",229.94,137.83
371,2022-08-10,"4,210.24","13,378.32",169.24,178.34,294.36,119.7,180.97,142.69,289.16,"4,42,800",244.11,142.69
370,2022-08-11,"4,207.27","13,291.99",168.49,177.49,286.63,118.84,179.42,140.64,287.02,"4,45,302",242.7,140.64
369,2022-08-12,"4,280.15","13,565.87",172.1,180.5,300.03,121.68,187.09,143.55,291.91,"4,52,697",249.3,143.55
368,2022-08-15,"4,297.14","13,667.18",173.19,180.89,309.32,122.08,190.32,143.18,293.47,"4,55,170",249.11,143.18
367,2022-08-16,"4,305.20","13,635.21",173.03,179.47,306.56,121.7,188.79,144.78,292.71,"4,61,300",245.69,144.78
366,2022-08-17,"4,274.04","13,470.86",174.55,174.85,304.0,119.55,183.35,142.1,291.32,"4,57,278",241.15,142.1
365,2022-08-18,"4,283.74","13,505.99",174.15,174.66,302.87,120.17,187.73,142.3,290.17,"4,57,400",245.17,142.3
364,2022-08-19,"4,228.48","13,242.90",171.52,167.96,296.67,117.21,178.49,138.23,286.15,"4,47,155",241.16,138.23
363,2022-08-22,"4,137.99","12,890.54",167.57,163.05,289.91,114.24,170.34,133.22,277.75,"4,33,650",226.54,133.22
362,2022-08-23,"4,128.73","12,881.79",167.23,161.11,296.45,113.86,171.81,133.62,276.44,"4,35,730",224.55,133.62
361,2022-08-24,"4,140.77","12,917.86",167.53,163.26,297.1,113.69,172.22,133.8,275.79,"4,42,210",229.61,133.8
360,2022-08-25,"4,199.12","13,143.58",170.03,168.78,296.07,116.65,179.13,137.28,278.85,"4,48,000",233.98,137.28
359,2022-08-26,"4,057.66","12,605.17",163.62,161.78,288.09,110.34,162.6,130.75,268.09,"4,36,201",223.28,130.75
358,2022-08-29,"4,030.61","12,484.32",161.38,159.17,284.82,109.42,158.01,129.79,265.23,"4,33,300",224.57,129.79
357,2022-08-30,"3,986.16","12,342.70",158.91,157.16,277.7,108.94,154.68,128.73,262.97,"4,29,700",220.65,128.73
356,2022-08-31,"3,955.00","12,272.03",157.22,162.93,275.61,108.22,150.94,126.77,261.47,"4,21,308",223.56,126.77
355,2022-09-01,"3,966.85","12,274.62",157.96,165.36,277.16,109.74,139.37,127.82,260.4,"4,24,290",230.04,127.82
354,2022-09-02,"3,924.26","12,098.44",155.81,160.32,270.21,107.85,136.47,127.51,256.06,"4,17,940",226.11,127.51
353,2022-09-07,"3,979.87","12,259.39",155.96,160.39,283.7,109.45,137.14,129.48,258.09,"4,22,047",228.96,129.48
352,2022-09-08,"4,006.18","12,321.19",154.46,162.06,289.26,108.38,139.9,129.82,258.52,"4,26,850",227.44,129.82
351,2022-09-09,"4,067.36","12,588.29",157.37,169.15,299.68,110.65,143.87,133.27,264.46,"4,29,819",233.57,133.27
350,2022-09-12,"4,110.41","12,739.72",163.43,168.96,304.42,110.86,145.05,136.45,266.65,"4,33,062",236.53,136.45
349,2022-09-13,"3,932.69","12,033.62",153.84,153.13,292.13,104.32,131.31,126.82,251.99,"4,18,700",218.13,126.82
348,2022-09-14,"3,946.01","12,134.40",155.31,151.47,302.61,105.0,131.28,128.55,252.22,"4,20,500",224.12,128.55
347,2022-09-15,"3,901.35","11,927.49",152.37,149.55,303.75,102.91,129.29,126.28,245.38,"4,17,103",235.38,126.28
346,2022-09-16,"3,873.33","11,861.38",150.7,146.29,303.35,102.8,131.98,123.53,244.74,"4,14,537",240.13,123.53
345,2022-09-19,"3,899.89","11,953.27",154.48,148.02,309.07,103.07,133.82,124.66,244.52,"4,21,339",243.63,124.66
344,2022-09-20,"3,855.93","11,851.54",156.9,146.09,308.73,101.14,131.76,122.19,242.45,"4,19,869",242.85,122.19
343,2022-09-21,"3,789.93","11,637.79",153.72,142.12,300.8,99.28,132.61,118.54,238.95,"4,07,930",236.87,118.54
342,2022-09-22,"3,757.99","11,501.65",152.74,142.82,288.59,100.14,125.61,117.31,240.98,"4,05,375",237.05,117.31
341,2022-09-23,"3,693.23","11,311.24",150.43,140.41,275.33,98.74,125.16,113.78,237.92,"4,04,485",226.41,113.78
340,2022-09-26,"3,655.04","11,254.11",150.77,136.37,276.01,98.17,122.28,115.15,237.45,"3,99,128",224.07,115.15
339,2022-09-27,"3,647.29","11,271.75",151.76,134.4,282.94,97.5,124.13,114.41,236.41,"4,01,490",224.36,114.41
338,2022-09-28,"3,719.04","11,493.83",149.84,141.61,287.81,100.05,127.36,118.01,241.07,"4,10,705",245.2,118.01
337,2022-09-29,"3,640.47","11,164.78",142.48,136.41,268.21,97.42,122.2,114.8,237.5,"4,06,700",239.71,114.8
336,2022-09-30,"3,585.62","10,971.22",138.2,135.68,265.25,95.65,121.39,113.0,232.9,"4,06,470",235.44,113.0
335,2022-10-03,"3,678.43","11,229.73",142.45,138.61,242.4,98.64,125.12,115.88,240.74,"4,13,300",239.04,115.88
334,2022-10-04,"3,790.93","11,582.54",146.1,140.28,249.44,101.64,131.67,121.09,248.88,"4,24,180",240.74,121.09
333,2022-10-05,"3,783.28","11,573.18",146.4,138.98,240.81,101.43,132.09,120.95,249.2,"4,20,668",236.73,120.95
332,2022-10-06,"3,744.52","11,485.50",145.43,139.07,238.13,101.42,131.3,120.3,246.79,"4,16,300",240.02,120.3
331,2022-10-07,"3,639.66","11,039.47",140.09,133.45,223.07,98.68,120.76,114.56,234.24,"4,06,010",224.75,114.56
330,2022-10-10,"3,612.39","10,926.97",140.42,133.79,222.96,97.86,116.7,113.67,229.25,"4,03,000",229.98,113.67
329,2022-10-11,"3,588.84","10,791.35",138.98,128.54,216.5,97.18,115.86,112.21,225.41,"4,02,836",214.29,112.21
328,2022-10-12,"3,577.03","10,785.61",138.34,127.5,217.24,97.56,115.0,112.9,225.75,"3,99,251",220.87,112.9
327,2022-10-13,"3,669.91","11,033.58",142.99,130.29,221.72,99.06,119.6,112.53,234.24,"4,15,222",232.51,112.53
326,2022-10-14,"3,583.07","10,692.06",138.38,126.76,204.99,96.56,112.27,106.9,228.56,"4,12,760",230.0,106.9
325,2022-10-17,"3,677.95","11,062.53",142.41,134.04,219.35,99.97,118.88,113.79,237.53,"4,19,101",245.1,113.79
324,2022-10-18,"3,719.98","11,147.74",143.75,132.8,220.19,100.77,119.67,116.36,238.5,"4,28,465",240.86,116.36
323,2022-10-19,"3,695.16","11,103.38",143.86,133.23,222.04,99.63,120.51,115.07,236.48,"4,21,610",272.38,115.07
322,2022-10-20,"3,665.78","11,046.71",143.39,131.53,207.28,99.97,121.94,115.25,236.15,"4,13,950",268.16,115.25
321,2022-10-21,"3,752.75","11,310.33",147.27,130.01,214.44,101.13,124.66,119.32,242.12,"4,27,170",289.57,119.32
320,2022-10-24,"3,797.34","11,430.26",149.45,129.72,211.25,102.52,125.99,119.82,247.25,"4,32,500",282.45,119.82
319,2022-10-25,"3,859.11","11,669.99",152.34,137.51,222.41,104.48,132.61,120.6,250.66,"4,36,400",291.02,120.6
318,2022-10-26,"3,830.60","11,405.90",149.35,129.82,224.64,94.93,128.96,115.66,231.32,"4,35,660",298.62,115.66
317,2022-10-27,"3,807.30","11,191.63",144.8,97.94,225.09,92.22,131.76,110.96,226.75,"4,37,900",296.94,110.96
316,2022-10-28,"3,901.06","11,546.21",155.74,99.2,228.52,96.29,138.34,103.41,235.87,"4,51,900",295.72,103.41
315,2022-10-31,"3,871.98","11,405.57",153.34,93.16,227.54,94.51,134.97,102.44,232.13,"4,45,050",291.88,102.44
314,2022-11-01,"3,856.10","11,288.95",150.65,95.2,227.82,90.47,135.43,96.79,228.17,"4,43,004",286.75,96.79
313,2022-11-02,"3,759.69","10,906.34",145.03,90.54,214.98,86.97,132.19,92.12,220.1,"4,38,700",273.0,92.12
312,2022-11-03,"3,719.89","10,690.60",138.88,88.91,215.31,83.43,134.21,89.3,214.25,"4,28,800",269.06,89.3
311,2022-11-04,"3,770.55","10,857.03",138.38,90.79,207.47,86.58,141.56,90.98,221.39,"4,32,000",260.79,90.98
310,2022-11-07,"3,806.80","10,977.00",138.92,96.72,197.08,88.49,143.01,90.53,227.87,"4,38,575",258.6,90.53
309,2022-11-08,"3,828.11","11,059.50",139.5,96.47,191.3,88.9,146.02,89.98,228.87,"4,42,100",263.46,89.98
308,2022-11-09,"3,748.57","10,797.55",134.87,101.47,177.59,87.32,137.76,86.14,224.51,"4,35,945",254.66,86.14
307,2022-11-10,"3,956.37","11,605.96",146.87,111.87,190.72,93.94,157.5,96.63,242.98,"4,57,665",274.97,96.63
306,2022-11-11,"3,992.93","11,817.01",149.7,113.02,195.97,96.41,163.27,100.79,247.11,"4,69,047",290.13,100.79
305,2022-11-14,"3,957.25","11,700.94",148.28,114.22,190.95,95.7,162.95,98.49,241.55,"4,66,600",299.27,98.49
304,2022-11-15,"3,991.73","11,871.15",150.04,117.08,194.42,98.44,166.66,98.94,241.97,"4,68,233",310.2,98.94
303,2022-11-16,"3,958.79","11,699.09",148.79,113.23,186.92,98.85,159.1,97.12,241.73,"4,65,520",306.02,97.12
302,2022-11-17,"3,946.56","11,676.86",150.72,111.45,183.17,98.36,156.77,94.85,241.68,"4,63,695",295.28,94.85
301,2022-11-18,"3,965.34","11,677.02",151.29,112.05,180.19,97.43,154.09,94.14,241.22,"4,68,290",287.98,94.14
300,2022-11-21,"3,949.94","11,553.45",148.01,109.86,167.87,95.6,153.17,92.46,242.05,"4,68,922",285.05,92.46
299,2022-11-22,"4,003.58","11,724.84",150.18,111.44,169.91,97.05,160.38,93.2,245.03,"4,76,980",286.69,93.2
298,2022-11-23,"4,027.26","11,838.72",151.07,112.24,183.2,98.46,165.19,94.13,247.58,"4,77,020",291.5,94.13
297,2022-11-25,"4,026.12","11,756.03",148.11,111.41,182.86,97.46,162.7,93.41,247.49,"4,78,676",285.54,93.41
296,2022-11-28,"3,963.94","11,587.75",144.22,108.78,182.92,96.05,158.27,93.95,241.76,"4,72,712",281.17,93.95
295,2022-11-29,"3,957.63","11,503.45",141.17,109.46,180.83,95.19,156.39,92.42,240.33,"4,75,843",280.96,92.42
294,2022-11-30,"4,080.11","12,030.06",148.03,118.1,194.7,100.99,169.23,96.54,255.14,"4,80,280",305.53,96.54
293,2022-12-01,"4,076.57","12,041.90",148.31,120.44,194.7,100.99,171.35,95.5,254.69,"4,77,085",316.95,95.5
292,2022-12-02,"4,071.70","11,994.26",147.81,123.49,194.86,100.44,168.76,94.13,255.02,"4,77,403",320.41,94.13
291,2022-12-05,"3,998.84","11,786.80",146.63,122.43,182.45,99.48,166.1,91.01,250.2,"4,68,700",312.59,91.01
290,2022-12-06,"3,941.26","11,549.68",142.91,114.12,179.82,96.98,159.87,88.25,245.12,"4,64,838",305.56,88.25
289,2022-12-07,"3,933.92","11,497.39",140.94,113.93,174.04,94.94,161.2,88.46,244.37,"4,61,593",308.42,88.46
288,2022-12-08,"3,963.51","11,637.50",142.65,115.33,173.44,93.71,171.69,90.35,247.4,"4,62,780",310.26,90.35
